id,name,relevance_tier,employees,state,website,blurb,notes
66278100-6780-48a8-bab7-a50b60426c67,Taylored Property Wealth,high,4,National,https://tayloredpropertywealth.com.au/,"Boutique investment-focused buyers agency run by Casey Taylor. Specialises in helping investors build high-performing property portfolios. Newcastle, Brisbane, Adelaide, Perth. Multi-property strategies.",Investment-only focus. Portfolio diversification. Growing team. Strong PropPath fit.
5e4b4079-b5a3-48d9-87db-77b4f6e3b532,Elite Wealth Creators,high,3,National,https://elitewealthcreators.com/,"End-to-end property investment company. Integrated ecosystem: strategy, buyers agency, finance, and property management. Multi-property portfolio building. SMSF and NDIS investment specialists.","Strong portfolio focus. Talks about decade-long roadmaps, lifecycle partnerships, equity unlocking."
53470ece-a7d5-45f3-8e0c-217996ab77e4,IFP Advisory,high,2,National,https://www.ifpadvisory.com.au/,"Property investment advisory and buyers agency. PIPA member (QPIA). Turn-key investment process: strategy, property sourcing, finance, insurance, management. Portfolio building focus. ASPIRE Advisors Network partner.",Strong investment focus. Portfolio building. Education-led. PIPA member. Good PropPath fit.
0746859e-8adb-4251-90b1-32da5399434e,Inspire Realty,high,4,National,https://inspirerealty.com/,Award-winning property advisory and buyers agency founded by Colin Lee. Focus on building profitable property portfolios for long-term financial security. Brisbane/Sydney/Melbourne. Education + investment strategy + buying.,Strong investment focus. Portfolio building. Smart50 winner. Compounding wealth strategy. Good PropPath fit.
f92cefe0-3bd8-4d23-84e1-d1f008a20671,Investors Dream,high,2,National,https://investorsdream.com.au/,Pure investment-focused buyers agency run by Sanjeev. Specialises in positive-cashflow properties with capital growth. Portfolio building with education focus. National sourcing.,Investment-only. Portfolio education. Multiple purchases per client. Strong PropPath fit.
2ef70809-5224-417f-9811-4acf9d59a3e8,Milk Chocolate Property,high,10,NSW,https://www.milkchoc.com.au/,"Full-service property firm with Game Plan strategy, data-driven portfolio building, buyers agency, construction/renovation, and property management. Projects $5M+ portfolio surpluses for clients. Multi-property investment focus with in-house economists and data scientists.",Strong PropPath fit. Portfolio building. Multi-property strategies. Data-driven. National reach.
46db771a-ccae-4452-a109-54f3a86c811b,Pumped On Property,high,10,National,https://pumpedonproperty.com/,"Pure investment-focused BA. Portfolio building for financial freedom. $550M+ worth of investment property bought since 2015. Annual performance reviews. Multi-city (Sydney, Newcastle, Brisbane, Gold Coast, Sunshine Coast, Melbourne, Perth).",Strong PropPath fit. Portfolio building. Multi-property strategies. Financial freedom focus. Education/mentoring.
b3d2d95d-556a-4254-b42b-c4ab52ea279f,Property Mavens,high,5,VIC,https://www.propertymavens.com.au/,Melbourne-based investment-grade property specialist. Accredited Property Investment Advisor. 57-point investment checklist. $500M+ bought. Author of 'Property Prosperity'. REIV Buyers Agent of Year 2021. Australia-wide network.,Strong PropPath fit. Investment-grade focus. Portfolio strategies. Evidence-based. Multi-award winner.
891933dc-56f5-432f-9d94-635a35e241d3,Palise Property Buyers Agency,high,8,National,https://www.paliseproperty.com/,National buyers agency specialising in commercial and residential investment property. 2000+ acquisitions. Led by Steve Palise. Commercial Property Institute education platform. Passive income and portfolio building focus.,Strong PropPath fit. Investment-only. Portfolio building. Commercial + residential. Education platform.
6aeb506b-c51c-4a7e-b8eb-fb3800a62ef4,Pinnacle Buyers Agents,high,4,QLD,https://www.pinnaclebuyersagents.com.au/,"Brisbane-based investment-focused buyers agency. Proprietary investment methodology. Data-backed, portfolio fast-tracking strategy. Capital growth, rental yield and vacancy rate analysis.",Investment methodology. Portfolio fast-tracking. Data-driven. Strong PropPath fit.
1cb3a210-9c31-4326-bfba-9d8c7f39e689,Seekology,high,2,National,,"Exclusively for property investors. Searches nationally for outstanding investment opportunities, evaluates suitability and negotiates price on behalf of buyers. Investment-only practice.",Pure investment focus. National scope. Strong PropPath fit.
0ad38569-b97e-4563-932f-8f456b825556,Your Property Your Wealth,high,8,National,https://www.yourpropertyyourwealth.com.au/,REB Buyers Agent of Year 2025. Led by Daniel Walsh. Builds diversified portfolios mixing capital growth and cash flow properties. Proprietary research platform. Passive income retirement focus. 100% fee refund guarantee.,Strong PropPath fit. Portfolio diversification. Passive income. Award-winning. Multi-property strategies.
4e8a9f2a-a432-4127-a2d9-3c34e6b8b8af,Strategic Property Group,high,8,WA,https://www.strategicpropertygroup.com.au/,"Perth's only full-service property investment consultancy. Led by Trent Fleskens (PIPA Qualified Property Investment Adviser). BA + mortgage broking + PM + subdivision. Wealth creation, salary-replacing income, portfolio management. $250M+ projects. Perth Property Show podcast.",Strong PropPath fit. Full-service investment. Portfolio management. Wealth creation. PIPA qualified.
84c24b1e-6503-403c-bdff-3269bf94efaa,The Edge Property Buyers,high,3,QLD,https://theedgebuyers.com.au/,"Brisbane/Sunshine Coast investment-focused BA. Data-driven, scientific approach to property investment. 'Serious about building wealth through property.' Capital growth and rental yield focus. Warren Buffett-style rational investing approach.",Strong PropPath fit. Investment-only focus. Data-driven methodology. Wealth building.
466464f6-9bcf-4d48-9c01-99f4eeb84571,Ironfish,medium,214,National,https://ironfish.com.au/,Large investment property company with dedicated Property Investment Strategists guiding clients through portfolio building and wealth creation.,39 contacts in Individuals list. Investment-focused education + acquisition model.
dcfa99d9-8b23-499c-9fd7-2d7473ec5585,Cohen Handler,medium,94,National,https://cohenhandler.com.au/,Australia's largest property buyers agency. Prestige/luxury focus with investment acquisitions. $10B+ purchased.,PRIMARILY prestige/principal purchase. CH Secure is investment-focused offshoot.
f5057bab-8c76-4c57-a2ba-10ed73747366,Empire Property Investors,medium,40,VIC,https://empireproperty.com.au/,"Buyers agent handling residential and commercial investment property acquisitions, with a mix of investor and owner-occupier clients.",5 contacts in Individuals list.
4a6e1d92-0aab-4a7f-bc7e-333807304818,Propertybuyer,medium,30,National,https://www.propertybuyer.com.au/,"Australia's most-awarded independent buyers agency. 50+ awards. Founded 2001 by Rich Harvey. 5,000+ properties secured.",Mixed clients (home buyers + investors). National.
982f563f-8557-40fd-bbcc-8cae4e3afeb0,Blue Wealth Property,medium,25,NSW,https://www.bluewealth.com.au/,Independently-audited property research firm providing investment-grade data and off-market access with a 40% repeat investor rate.,4 contacts in Individuals list. Only independently-audited research model in AU.
9a2eed4b-2fbf-4c07-af7f-a259d64fa83b,Integrity Property Investment,medium,20,QLD,https://www.integritypropertyinvestment.com.au/,"Education-first property investment consultancy hand-picking growth and cashflow properties, with veteran-owned team and structured mentoring.",4 contacts in Individuals list. Veteran (ex-ADF) owned.
33987fad-986f-45e5-83c7-fd3e1d46fd1c,PK Property,medium,8,NSW,https://pkproperty.com.au/,"Sydney's first buyers agency since 1997. 2,000+ properties ($6B+ value). Home buyers, investors, expats, corporate.",Mixed client focus. Sydney pioneer.
f5dd9416-c1cd-47a9-9b6f-579c18c64fbd,Streamline Property Buyers,medium,6,QLD,https://streamlineproperty.com.au/,Boutique Brisbane buyers agency serving home buyers and investors. REIQ Buyer's Agency of Year 2023.,Mixed clients. QLD-focused.
92884a8e-8ef9-4e83-afe8-ddc063bf6f0f,Good Deeds Property Buyers,medium,5,NSW,https://gooddeeds.com.au/,"Founded by Veronica Morgan. Acts as buyers agent for both OO and investors in Inner West Sydney, Eastern Suburbs, Lower North Shore, Gold Coast.",Co-host of Location Location Location Australia (Foxtel). Mixed clients.
c1e9857c-f721-47df-a5c3-f494be69f109,The Property Baron,medium,3,QLD,https://www.thepropertybaron.com.au/,"QLD-based buyers agency for Sunshine Coast, Noosa, Brisbane, Gold Coast. Both home buyers and investors.",Mixed client focus. QLD concentrated.
681a7356-fce3-47ad-91ed-adf413d3b5e9,Hunter James,medium,3,NSW,https://hunterjames.com.au/,"Sydney-based boutique buyers agent. Eastern Suburbs, Lower North Shore, Inner West.",Mixed client base. Sydney focus.
8115147b-88be-4b15-82da-a8f96f8b6be1,"Andrew Fried, Buyer's Advocate",medium,1,VIC,,Individual buyer's advocate operating in Victoria.,Individual operator; limited info
fc921a70-2c6b-4701-a1c0-1df3b27881b0,"Ashley Pollerd, AJP Buyers Agents",medium,1,Unknown,,Individual buyer's agent.,Individual operator; limited info available
f72b22c6-4f1a-4991-843e-67da9156abdc,Cas Advocacy,medium,1,VIC,,Boutique buyers advocate in Victoria.,Individual operator; limited info
26595058-90fc-4efa-ac53-2395e6a4e33d,"Danielle Mackay, Exchanged Buyers Agent",medium,1,NSW,,Individual buyers agent.,Individual operator
4fe440dc-fd08-4d2f-b166-4b0bf0c28e35,Wayfinder Agency,medium,1020,National,https://wayfinderagency.com.au/,"Australia-wide buyers agency serving first-home buyers, families, investors, and developers.",Mixed buyer types; national coverage; medium-sized team
b6e998d9-1415-4435-993d-ae2ea9512160,1Group,medium,815,National,https://www.1group.com.au/,"Property advisory and buyers advocacy with offices in Melbourne, Sydney, Brisbane. Investment advice and healthcare professional services.",National coverage; mixed buyer types
25b891c6-e832-453c-acce-c162f1bf6a10,Brady Marcs Buyers Advisory,medium,510,National,https://bradymarcs.com.au/,Buyers advisory operating across Australia for both home buyers and investors. Multiple office locations.,Mixed buyer types; has Canberra office listed separately
ee8e3efc-d742-4f58-b1d2-c8fd4a3db5af,DMC Property Advisory,medium,38,NSW,https://www.dmcproperty.com.au/,"People-first property advice in Sydney offering buyers advocacy, sales advisory, and investment portfolio reviews.",REB Buyers Agent of Year 2023; serves families and investors
ac56b19d-26d3-4d76-9e93-ad28fd7d8a91,EliteCove,medium,15,VIC,https://elitecove.com.au/,"Buyers agency in Albury-Wodonga serving investors, first-home buyers, upsizers, downsizers across Australia.",Serves both investors and owner-occupiers
5e30c1c4-2ca9-4b56-89cb-ae389b87d3aa,Citylife International Realty,medium,15,VIC,https://cityliferealty.com.au/,Melbourne-based real estate agency with international buyer focus.,Not purely a buyers agent; real estate agency
5bdf1b2c-deec-4ee3-b118-3a087b908ce7,McPherson Buyers Agency,medium,13,Unknown,https://mcphersonproperty.com.au/,Buyers advocate service for home and investment property purchasers. Qualified agents working exclusively for the buyer.,Works with both home buyers and investors
faa117f5-cd64-4120-8d46-b2438f01878e,Retain Property,medium,13,National,https://retainproperty.com.au/,Negotiation-only buyers service operating Australia-wide. Handles price negotiations on pre-found properties.,Negotiation service only; both investors and OO
f79b5b53-78e4-4bef-b7af-55fe43275c87,Trade View Property,medium,13,VIC,https://tradeviewproperty.com.au/,Buyers advocate and property broker based in Geelong for residential and investment property acquisitions.,Serves both OO and investors; Geelong-based
656c04d6-c02b-4324-9efb-42ea692b6bff,Ellam Property Buyers,medium,13,SA,https://ellamproperty.com.au/,"Adelaide-based buyers agent. Serves first-time homebuyers, seasoned investors, and overseas buyers.",Mixed buyer types; SA-focused; REBAA/PIPA qualified
bc5a99f9-8bc4-494f-b735-069ce249d341,Alaya Property,medium,13,QLD,https://alayaproperty.com.au/,Brisbane-based buyers agency serving investors and owner-occupiers across SE Queensland.,Mixed buyer types; QLD-focused
6ebb75e6-dc52-4019-a7f6-b744f1b32bad,Asset Buyers,medium,13,Unknown,,,Limited info; could not confirm website or focus
d8c1273b-5fd4-4a7a-9d0e-1a1187c3e39f,Azure Buyers Agents,medium,13,QLD,https://azurebuyersagents.com.au/,Queensland buyers agency serving both home buyers and investors.,Mixed buyer types
d7237d0d-f59c-4846-a768-f7f0b466dfb9,BFP Property Buyers,medium,13,Unknown,,,Limited info available
dc781ab3-bb93-47dc-82f8-40428fce50b1,Buyers Advocate Perth,medium,13,WA,,Perth-based buyers advocate.,Limited info; WA-focused
6727a851-b282-4a8f-849b-32abcbd10828,Buyers Agents Tasmania,medium,13,TAS,https://buyersagentstasmania.com.au/,Tasmania-based buyers agency serving home buyers and investors across the state.,Mixed buyer types; TAS-focused
4db6efaf-2973-4fec-9b81-8ea23e227a33,Cate Bakos Property,medium,13,VIC,https://catebakos.com.au/,Well-known Melbourne buyers agent and media commentator. Serves home buyers and investors. Named REIA Buyers Agent of Year multiple times.,High-profile media presence; mixed buyer types; REIA award winner
093e5b23-8ed8-4139-804b-cb0d78f956db,Citadel Property Agency,medium,13,Unknown,,,Limited info available
e6f527fc-1241-403f-b070-7209a56fd625,Domain & Co,medium,13,VIC,,,Limited info; may be confused with Domain.com.au
5c2968b9-fbf8-4228-b420-c8efd8832174,Edge Property Solutions,medium,13,Unknown,,,Limited info available
e8ead3aa-8d50-4700-8941-c4ac0ab677da,Enjoy Property Group,medium,13,Unknown,,,Limited info available
6692a55d-22b9-4b8b-8751-e7fc6dfa4ab0,Exclusive Property Buyers,medium,13,VIC,,Melbourne-area buyers agency.,Limited info
d123f028-db38-4621-89a2-32de278a692a,Gault & Co Property Advisory,medium,13,Unknown,,Property advisory firm.,Limited info available
9bf810ee-8bce-4c28-a342-1097eddbb0ae,Witherspoon Property Buyers,medium,12,Unknown,https://witherspoonproperty.com.au/,Boutique property buying service. Helps clients find properties and build investment portfolios.,Small operator; both investors and OO
0f0bd3c8-93a4-4f1a-8f83-8368ce49e2ac,Aleksandra & Co Buyers' Agency,medium,12,NSW,https://aleksandraco.com.au/,Boutique Sydney buyers agency serving homebuyers and investors in the Sydney metropolitan area.,Small operator; mixed buyer types
9fe0ddfc-e169-4ec3-8432-0325fd86fd7e,Felix Thomas Advisory,medium,,Unknown,https://www.felixthomas.com.au/,Property advisory serving clients wanting to invest in Australian real estate. Provides guidance on both residential and commercial properties.,Limited information; mixed buyer types
17b0a149-b13f-4a26-a412-5dabab32100f,CLARKE BUYERS AGENTS,medium,,NSW,https://www.clarkebuyersagents.com.au/,"Sydney-based BA. REBAA member. Helps buyers find homes. Organises inspections, tradesmen, builders.",REBAA member. Appears primarily OO-focused. Sydney.
53462b54-0f95-4fad-a199-b39ee6143067,DAVIDSON PROPERTY ADVOCATES,medium,,VIC,https://rebaa.com.au/members/davidson-property-advocates/,"Melbourne & Mornington Peninsula buyer advocacy. Sourcing premium property, auction bidding, contract negotiation. Led by Tonya Davidson.",REBAA member. Primarily OO/lifestyle. Also offers sales advisory.
54f0b7bb-c767-44a6-9550-78c930301964,HOME SCOUTS BUYERS AGENCY,medium,,QLD,https://homescouts.com.au/,Sunshine Coast & Brisbane BA. QPIA accredited (investment qualified). OO and investment since 2020. Led by Bronwen (REBAA exec committee).,REBAA exec committee. PIPA Awards finalist 2024/2025. Investment + OO.
fc4f012d-69f5-4ca2-8026-eeb6f639e58d,JL PROPERTY BUYERS AGENT,medium,,VIC,https://rebaa.com.au/members/jl-property-buyers-agent/,Melbourne-based BA founded by Dr Jenny Jia. REBAA member.,REBAA member. Boutique operation.
2f4a6259-2b82-49d7-9064-39bf436d4a66,LOCALITY PROPERTY BUYERS,medium,,QLD,https://rebaa.com.au/members/locality-property-buyers/,Small boutique Brisbane-based BA led by Serena Jones. REBAA member.,REBAA member. Boutique.
482db499-1c61-4a98-a4fb-77e168e06753,LP ADVISORY,medium,,VIC,https://rebaa.com.au/members/lp-advisory/,Melbourne buyer advocacy by Lou Lihari (licensed agent/builder/former auctioneer) and Alana Prideaux. Deep insider knowledge of how selling agents operate.,REBAA member. Top 10 Melbourne BA. Strong negotiation pedigree.
5956edcc-8371-4937-9c2a-c6c31ac5fc1e,MORISH BUYER'S AGENCY,medium,,NSW,https://rebaa.com.au/members/morish-buyers-agency/,REBAA-listed buyers agency.,REBAA member. Premium Sydney market.
39b9cc71-8cf3-4964-bf90-a6e9b1715111,OPEN DOORS BUYERS AGENT,medium,,NSW,https://rebaa.com.au/members/open-doors-buyers-agent/,"BA servicing Newcastle, Lake Macquarie, Maitland & Hunter Valley. REBAA member.",REBAA member. Regional NSW specialist.
072fe1fd-8965-41e6-b5aa-a8aa7c56d5ba,PRECISION PROPERTY BUYERS AGENCY,medium,,QLD,https://precisionpropertybuyers.com.au/,Boutique BA: Brisbane West / Ipswich to Toowoomba incl rural/acreage. Led by Melinda Granzien (QPIA). REBAA QLD State Rep.,REBAA+PIPA. QPIA accredited. Niche regional focus. Investment + lifestyle.
f5546d70-0375-4051-8700-ab4d791e900a,PURCHASE WITH PENNY,medium,,NSW,https://rebaa.com.au/members/purchase-with-penny/,Sydney BA. Founder was property lawyer (strata specialist) then Head of Home Loans at two major banks. Unique legal+finance+BA expertise.,REBAA member. Solo operator. Strong credentials: law + banking + BA.
d4eb493f-a40b-4a52-bc0d-14ad2a104906,SARAH KAYE & CO BUYERS AGENTS,medium,,NSW,https://sarahkaye.com.au/,Northern Beaches & North Shore Sydney BA. 75%+ off-market purchases. Sarah (ex-sales agent) + Mike (20yr advisory). REBAA+REINSW+AICD.,REBAA member. Prestige market. Primarily OO but also investment.
81bb3f63-b511-434c-a6da-816dcfe4c0c6,SELECT PROPERTY ADVOCATES,medium,,VIC,https://selectpropertyadvocates.com.au/,"Melbourne BA with 50+ years combined experience. Led by Carly Susic. Strategic, tactical buying. OO and investment.",REBAA member. Buyer + vendor advocacy. Melbourne specialist.
5d412d74-3a53-4b2c-8174-56866002d3f5,SETLR,medium,,QLD,https://rebaa.com.au/members/setlr/,"Greater Brisbane BA. Led by Simon (REBAA QLD State Rep). Personalised service for homes, investments, commercial property.",REBAA member. Simon is REBAA QLD State Rep. Homes + investment + commercial.
b212c69d-7fb9-4927-b20d-fc5e1c7005a6,THE INFORMED BUYER,medium,,QLD,https://www.theinformedbuyer.com.au/,Boutique Brisbane BA led by Jayne. REIQ Buyers Agent of Year finalist 2025. Off-market access. Helps relocators and investors. REBAA member.,"REBAA member. Boutique. Media contributor (realestate.com.au, Domain). Investment + OO."
616ae5ad-a3e0-4635-b326-9b76a212b4f0,McGowan Property Buyers,medium,,NSW,https://rebaa.com.au/members/mcgowan-property-buyers/,"Boutique exclusive BA led by Catherine McGowan (30+ yrs RE, BA since 2011). North/Northwest Sydney suburbs specialist.",REBAA member. Solo. Hyperlocal. OO and investment.
945bb030-50fe-4b3a-b7d8-52de2c99a882,ABODE ADVOCACY GROUP,medium,,VIC,https://abodeadvocacygroup.com.au/,Melbourne BA led by Matt Scafidi (REBAA VIC State Rep). 50% fee refund satisfaction guarantee. Buyer and vendor advocacy.,REBAA member. Matt is REBAA VIC State Rep. 16+ years experience.
91377155-d2ea-45fd-bf76-17e3a304c2f2,Total Property Group,medium,5,QLD,https://www.totalpropertygroup.com.au/,QLD-based property group offering investment property advisory and management services.,2 contacts
7b2cb924-fa11-403f-a72f-871d55333e79,Lux Buyers Agents,medium,2,NSW,https://www.luxbuyersagents.com.au/,Prestige-focused buyers agency targeting luxury and high-end residential property in Sydney.,More prestige than investment focused
916ea183-7439-45fc-b3c8-e585b1d21e49,Investment Property Wholesalers,medium,5,VIC,https://www.ipwinvest.com.au/,Simplified tenant-ready investment property solutions specializing in off-market acquisitions with SMSF support.,"Wholesale model, not traditional BA"
673793d6-e995-4820-b0b6-27cf62b01705,Positive Property Solution,medium,6,SA,https://positiveproperty.net/,Property investment mentoring using the Markoski Method to help Australians create financial freedom through strategic acquisition.,"Founded 1997; mentoring/education model, not traditional BA"
dd852bf5-48df-4081-b8a2-a6c2c884e044,Positus - Property Investment,medium,3,NSW,https://www.positus.com.au/,Investment property specialist placing investors in residential/commercial properties with comprehensive advisory support.,Founded 2008; no out-of-pocket fee model (paid by developers)
c54d925e-da24-46e2-9502-f6f983396579,Locale Wealth,medium,5,WA,https://localewealth.com.au,Perth-based property investment consultancy. Independent advisory not tied to any developer or builder. Tailored wealth creation plans with full-time acquisitions team. Part of Locale Property Group.,2 contacts in Individuals list. Commission-based model (no upfront fees). Perth H&L focus from $599k.
c0d1a4b3-b3f5-4150-bf7f-7670c0370d27,Access Wealth,medium,3,VIC,https://accwealth.com.au,"Property investment consulting firm with 'no BS' philosophy. Data-driven approach using CoreLogic, SQM Research, RP Data. Alliance Partnership model with money-back guarantee. Sources properties Australia-wide.","2 contacts in Individuals list. Founded 2014, relaunched 2020. Performance-based model from $750."
0bb3485f-a18d-428c-a9b0-b797fb0707bc,Procure Wealth,medium,3,NSW,https://procurewealth.com.au,"Property investment advisory offering personalised strategies, property analysis, portfolio construction, and tax minimisation. Focused on helping both new and established investors navigate the property market.","2 contacts in Individuals list. Bella Vista, NSW based."
88ab440a-45bc-4e1b-8822-36540094d185,Aussie Homes Buyer's Agents,medium,50,NSW,https://aussie.com.au/buyers-agent/,"Part of Aussie/Lendi Group (major mortgage broker). Launched in-house BA service 2025. Aiming to become Australia's largest BA service. National coverage. Access to 11M+ properties. Integrated with Aussie broking, conveyancing, and property search platform (Aussie Homes). Corporate/scaled model rather than boutique.",MAJOR COMPETITOR ALERT. Corporate-backed BA entering market at scale. Could disrupt boutique BA industry.
f4b18bd0-0666-4fe3-b031-efbe101e3bb3,PRPTY360,medium,,NSW,https://prpty360.com.au/,Boutique property investment BA founded by Julian Fadini. Data-driven investment approach. On/off-market sourcing. Sydney-based.,Calls self 'investment buyers agent'. Also sources developer stock. Mixed model but investment-focused.
7e7ad534-a578-446a-8030-dc64a6113b2d,Property Club (Buyers Agent),medium,,VIC,https://www.proclub.com.au/,"Melbourne/Brisbane BA (proclub.com.au). 15+ years. Investment and OO. End-to-end support, vendor advisory, negotiations, auction bidding.",proclub.com.au — NOT propertyclub.com.au (investment club). Investment focus.
6d617242-f5df-4805-a20f-5760c09d260f,28th Street Agency,medium,1,National,https://28thstreetagency.com.au/,"Buyers agency run by Kerryn Brownson. Mixes homebuyer and investment work. Investment page talks about portfolio building, equity leverage, and rentvesting strategies.",Sole operator. Investment + homebuyer mix. Based in SA but buys nationally.
ffc2a615-25bd-4c80-907f-5fc332c2d0a6,AQUUS Property Buyers,medium,1,NSW,https://www.aquus.com.au/,Sydney-based boutique buyers agency specialising in investment property. Helps clients achieve financial freedom through property. Strategy includes long-term goal setting and portfolio matching.,Run by Paul Sonntag. Investment focus but appears transactional per-property basis.
5f210d4b-7525-4e79-9e08-68d52da1991a,Agentify,medium,2,National,https://agentify.com.au/,"Investment property buyers agency focused on building wealth through property. Offers strategy, acquisition, and property management. Targets yield and portfolio growth.",Investment-focused. Also does PM. Founded by someone with international property experience.
ddb439d5-46bf-42bc-b63d-4769801596e5,National Property Buyers,medium,5,National,https://nationalpropertybuyers.com.au/,"Award-winning buyers advocacy firm operating in VIC, NSW, QLD, SA. Handles homebuyer and investment purchases. Led by Antony Bucello (VIC). PIPA Medium Business of the Year winner.",Mixed homebuyer/investor practice. Multiple state offices. Strong reputation.
d01c7ce5-6b23-48a9-9f1f-09a10049fcd3,Capital Buyers Agency,medium,2,ACT,https://www.capitalbuyersagency.com.au/,Canberra-based buyers agency. Handles investment and homebuyer purchases in the ACT region.,ACT focused. Mixed practice. Moderate investment work.
0b645979-2182-4ee9-9a7a-f248e219e3ef,Invision Property,medium,2,QLD,https://invisionproperty.com.au/,Brisbane-based buyers agency founded by Nathan Prasad. Off-market focus. Handles investment and homebuyer purchases across SE QLD. Construction/development background.,Mixed practice but investment-leaning. Below-market deals. SMSF purchases.
5f13d7cc-16d3-41ef-af91-40d598d5b46e,Keyhole Property Investments,medium,5,VIC,https://www.kpi.net.au/,"Melbourne-based buyers agency est. 2005. Buyer advocacy, vendor advocacy, property management. Serves homebuyers, investors, SMSF purchasers. $1B+ in negotiated transactions.",Mixed practice. Investment + homebuyer + PM. Long-established.
62502539-1b41-449b-9168-4ffe5b87e8ba,Klein Hunter Property Buyers,medium,1,QLD,https://noosapropertybuyersagent.com.au/,"Noosa-based buyers agency run by Kirstie Klein-Hunter. Financial markets background. Advocates for investment strategy, long-term capital growth and wealth creation. Homebuyer + investor.",Strong investment strategy language. Portfolio experience. Noosa specialist.
23fd1d68-a54a-4f8b-b184-85c0326a94b3,Infolio Property Advisors,medium,8,VIC,https://www.infolio.com.au/,"Melbourne buyers advocacy firm est. 2008. Buyer advocacy, vendor advocacy, property management. Conservative capital growth model for investors. 53% off-market acquisitions.",Mixed practice but investment-aware. Capital growth focus. Established firm.
36f09815-5080-4795-a7d2-008727729068,Michelle May Buyers Agents,medium,5,NSW,https://www.michellemay.com.au/,"Sydney buyers agency with 25+ years experience. Inner West, Eastern Suburbs, Lower North Shore. Serves homebuyers and investors. Podcast host (Buy Your Side).",Mixed practice. Media profile. Investment work but homebuyer-leaning.
9352d735-309c-4970-b017-ca039eddf4b0,Quantum Buyers Agents,medium,5,QLD,https://www.quantumbuyersagents.com.au/,"Brisbane-based multi-city buyers agency (Sydney, Melbourne, Gold Coast, Sunshine Coast). Supports investors with portfolio building, rental demand analysis. 76% off-market purchases.",Investment-leaning mixed practice. Growing team. Multi-city.
fbad3647-2f2e-41f5-8310-b3aec53f1f74,MULLIGAN Buyers Agents,medium,3,NSW,https://www.paulmulligan.com.au/,"Sydney buyers agency led by Paul Mulligan. 20+ years experience. Investment property, SMSF, commercial, and homebuyer services. Harvard negotiation training.",Mixed practice with investment and SMSF capability. Broad service offering.
24eb8b49-c581-494e-bd83-6553b176a256,Propwealth,medium,3,National,https://propwealth.com.au/,National investment-focused buyers agency. Data-driven property selection. Portfolio building approach. Off-market capabilities.,Investment-focused. Data-driven. Portfolio language.
45c4a699-13b0-4b42-a90d-397e6b68d5a1,Prosper Group,medium,5,NSW,https://www.prospergroup.com.au/,"Sydney-based residential and commercial BA and property managers. Eastern Suburbs, Inner West, North Shore. Investor and homebuyer services.",Mixed practice. Commercial + residential. Investment management approach to PM.
a68d6475-e6f3-4845-95b9-27ad98d7f8fc,Your Property Hound,medium,4,QLD,https://www.yourpropertyhound.com.au/,Brisbane investment property buyers agent. REIQ Buyers Agent of Year 2020 & 2021. Led by Matt Reeves. Portfolio building focus. Helps interstate and overseas investors.,Investment-focused. Award-winning. Portfolio building. Brisbane specialist.
f888c007-6eca-4113-9dbb-91788170dd3b,PropSearch,medium,2,NSW,https://www.propsearch.com.au/,"Sydney buyers agency founded by Nikki. Background with Mirvac and Dexus. Research-driven, data-informed. Homebuyers and investors.",Institutional property background. Research-driven.
