id,name,relevance_tier,employees,state,website,blurb,notes
a2765598-7559-402f-a22f-0a46561121fb,SydneySlice,medium,6,NSW,https://www.sydneyslice.com/,"Sydney buyers agency est. 2000. Eastern Suburbs, North Shore, Inner West. BA + executive property management. Helps expat investors build portfolios. Led by Deborah West.",Established firm. Expat investor focus. Portfolio building for overseas clients.
e4d1e31e-d9d1-4686-9c41-3d2bbba9ab24,Oasis Skeen Property,medium,4,NSW,https://www.oasisskeenproperty.com.au/,"Sydney BA with $4B+ in acquisitions. 20+ years experience. Mixed homebuyer and investment. Portfolio growth, rental yields, capital growth analysis. Off-market access.",Established firm. Large transaction volume. Mixed practice.
e1724c54-97b0-405d-a421-5f56f0b09e23,Pivot Property Buyers,medium,5,NSW,https://pivotpb.com.au/,Sydney + Brisbane BA. $1.5B in transactions. Split business: primary residence arm + investment/portfolio-building arm. Pinpoint System software analyses 400K+ properties/year. 14+ years experience.,Dedicated investment arm. Portfolio-building. Proprietary technology.
288edf57-7cf2-4870-96d8-23cfc8a8dffa,The Brokerage Connection,medium,6,National,https://thebrokerageconnection.com.au/,"Multi-service firm: BA + finance broking + business broking. Sydney, Melbourne, Brisbane offices. 20+ years experience. Homebuyer and investor services. Off-market access.",Multi-service model. National presence. Mixed practice.
b1915e6e-1b88-4397-9091-e266c8cd609a,The Buyers Agent Network,medium,4,National,https://thebuyersagentnetwork.com/,"East coast BA network. Residential, commercial, and agricultural properties. Multi-agent model across regions.",Network model. Commercial + agricultural diversification.
0e502290-5ec7-47b5-876b-e16a968b5a17,OPTIMA PROPERTY ADVISORS,low,,NSW,https://rebaa.com.au/members/optima-property-advisors/,REBAA-listed property advisors.,REBAA member. Luxury OO-focused.
00c43a81-580e-4048-aa13-530e2dd6afe4,ResolveXO,low,33,VIC,https://www.resolvexo.com/,Commercial property tenant representative — not a residential buyers agent.,Not a BA. Commercial tenant rep firm. 13 contacts in Individuals list.
da05ebf6-8a21-4b0d-8fcc-13bb24e61f28,Wise Real Estate Advice,low,5,VIC,https://wiserealestateadvice.com.au/,Melbourne-based independent buyers agent. Emphasis on home buyers and lifestyle properties.,"Primarily OO. Small team, VIC-focused."
535b1732-ba62-4077-a9af-7fe9a851f0b7,Logica Property,low,2,NSW,https://logicaproperty.com.au/,"North Shore Sydney buyers agent. Primarily serves owner-occupiers in North Shore, Northern Beaches.",Primarily OO; also operates in Adelaide
bfd82c68-625b-4a50-9251-90be1c8ada9b,Central Coast Buyers Agent,low,1,NSW,https://centralcoastba.com.au/,"Central Coast based buyers agent for home buyers, investors, and commercial buyers.",Individual operator.
b05b8cf7-525e-4565-8429-9627ad524de5,New Property Specialists,low,35,National,https://newpropertyspecialists.com.au/,"25+ years property and mortgage finance experience. Offers buyers agent services. Covers Melb, Syd, Bris, SA.",Primarily home buyers; mortgage broker plus buyer advocacy
81cbe8c2-4402-44c0-924f-110d767231bc,"NE ASPECT, Buyers Agent Northern Beaches",low,12,NSW,https://buyersagentnorthernbeaches.com.au/,Northern Beaches buyers agent run by Marika Martinez. 70%+ off-market purchases. Primarily home buyers in Northern Beaches Sydney.,Individual operator; primarily OO; local specialist
0fd8cc6a-a8c1-47fb-88cf-c73c81df86b5,Monei,low,,National,https://monei.com.au/,Mortgage broking and financial education platform. Not a traditional buyers agent.,Not a BA; mortgage broker with financial education focus
75457767-ba03-4edd-b6f1-e970440ef21e,Marisa Gonzalez & Co,low,,ACT,https://www.marisagonzalez.com.au/,"Accounting and taxation firm, not a property buyers agent.",Not a BA. Accounting/CPA firm.
67ed7949-ae3b-48c9-8bc4-db5a516b8b76,NOOSA BUYERS AGENT,low,,QLD,https://www.noosabuyersagent.com/,Noosa-focused buyers agent. Likely lifestyle/OO focus given Noosa market.,REBAA member. OO/lifestyle/relocation. Very boutique.
2ff33a65-cd8a-4259-86d6-4b2aa9cf14c1,Property Destinations,low,3,QLD,,Company not found or defunct. Could not verify as active BA.,Company not found; may be defunct
23bce06d-260b-427d-b8bf-fe73f85a802b,Buyers Agent Silk,low,,Unknown,,Company not found or defunct. Could not verify as active BA.,Company not found; may be defunct or operating under different name
39003920-e409-4893-af33-a5cc42376b32,Property U Invest,low,,Unknown,,Company not found or defunct. Could not verify as active BA.,Company not found; may be defunct
3cd37899-8e47-43a2-a9dc-88cef5222fee,Property Universe,low,,Unknown,,Company not found or defunct. Could not verify as active BA.,Company not found
95f9821f-7f86-4b2d-8c72-41add806aad8,The Way,low,,Unknown,,Company not found or defunct. Could not verify as active BA.,Company not found
e8cc2bb2-4a07-4e27-91ef-e62c6fb30523,Ronovationz - Property Wealth Coaches,low,3,NZ,https://ronovationz.co.nz,"Property investment coaching in Auckland, New Zealand. NOT Australian.",NZ based — out of scope for AU industry map.
669da74d-aa74-44e9-ba47-939b72563b8a,Infinite Wealth,low,3,GOA,https://infinitewealth.com,"Property strategist listed in Goa, India. NOT Australian.",India based — out of scope.
27f165b7-549e-4247-b27d-2591dd181e01,William Wealth,low,3,ON,https://williamwealth.ca,Canadian wealth firm. NOT Australian.,"Ontario, Canada — out of scope."
c8b7c4b0-6469-4cd0-86b5-a20010bbeb2f,Invest Realty Australia,low,,,https://investrealtyaustralia.com.au,AU property investment realty.,Property investment realty. Potential PropPath user for portfolio planning.
2d4682cb-5503-484e-8346-845dc78c7e4a,InvestVise,low,,,https://investvise.com.au,AU property investment advisory.,Property investment advisory. Potential PropPath user.
33665210-104b-41e5-86ef-493e59368135,Investment Rise,low,,,https://investmentrise.com.au,AU property investment company.,Property investment company. Potential PropPath user.
022144e0-8493-4574-8fca-cf01c5e98cd8,Investor Property,low,,,https://investorproperty.com.au,AU property investment company.,Property investment company. Potential PropPath user.
fd3a2c5a-cf62-4e25-be84-971b7f6c8652,InvestorPro,low,,,https://investorpro.com.au,AU property investment advisory.,Property investment advisory. Potential PropPath user.
d6e4ea38-05da-4b5d-8d10-54354a35497f,Investors Advisors,low,,,https://investorsadvisors.com.au,AU property investment advisory.,Property investment advisory. Potential PropPath user.
1128706a-a390-49bb-bd7f-daac108bc8e5,Investors Institute Melbourne,low,,,https://investorsinstitute.com.au,AU property investment education/advisory.,Property investment education. Potential PropPath user.
d66909fe-b439-4c5d-b2f4-97be68b5277a,JAK Investment Group,low,,,https://jakinvestmentgroup.com,AU property investment group.,Property investment group. Potential PropPath user.
8e95eaec-8f36-4023-84e9-6d25f072f294,Koala Invest,low,,,https://koalainvest.com.au,AU property investment company.,Property investment company. Potential PropPath user.
1f425b20-fbb6-4955-87b3-0ac121addb02,MINT INVEST,low,,,https://mintinvest.com.au,AU property investment company.,Property investment company. Potential PropPath user.
0a6cc459-95b1-48dd-852c-81c3db21415b,Lucid Property Investment,low,,QLD,https://lucidpi.com,Data-driven property investment strategist in SE QLD. Founded by Chris McKnoulty. 20+ years in property analysis and acquisition. High-return focus.,Investment strategist. Strong PropPath fit — portfolio planning for investors.
62338dc1-e929-4845-9840-63b7a9289ef9,Property Planning Australia,low,,,https://propertyplanning.com.au,"Independent property advisory: mortgage strategy, property selection, money management. Not a BA but advises on property selection.",Independent advisory. Strong PropPath fit — property selection advice.
ee0aec0e-4fdd-4e7e-8974-4cd4bcbbef00,Wealthology,low,,QLD,https://wealthology.com.au,Property investment & wealth specialist in Queensland.,Investment & wealth specialist. PropPath user for portfolio planning.
3dd4310d-b043-4193-bd54-81de64f5448f,Calla Property,low,,,https://callaproperty.com.au,"Property investment advisory — NDIS/SDA properties, H&L packages. Vendor-connected.",NDIS/SDA investment advisory. Potential PropPath user.
e49d2b90-7595-41d3-89c4-fa3bc5f9490f,Mirren,low,,,https://mirren.com.au,Property investment advisory + mortgage broker. Sources properties for investors. Vendor-connected.,Investment advisory + broker. Potential PropPath user.
423d3d22-b069-4f10-91ab-683616abd03a,CPS Property,low,,,https://cpsproperty.com.au,Property investment advisory + PM + mortgage broking. Sources developer stock.,Investment advisory + PM + broking. Potential PropPath user.
301cd8e9-826d-412f-95c5-607ca10655ee,Smarter Property Group,low,,NSW,https://smarterpropertygroup.com.au,Property investment advisory in NSW.,Investment advisory. Potential PropPath user.
fee3361d-6100-44d9-a418-ee57c9269a26,Almane Collective,low,,QLD,https://almanecapital.com.au,Property investment advisory in QLD. Co-Founder is Investment Property Adviser.,Investment advisory. Potential PropPath user.
86ca59c6-830f-473b-86b6-a6d6ff9a821e,Asset Base,low,,,https://assetbase.com.au,Property investment advisory. Sources developer stock. Vendor-paid.,Investment advisory. Potential PropPath user.
9e537d79-70f5-43df-a786-10c16f0f26d4,Cartesian Property,low,,VIC,https://cartesianproperty.com.au,Property investment analysis in Victoria.,Investment analysis. Potential PropPath user.
498af820-ade5-4c15-bbce-99ad468ef1f1,JR Prosperity,low,,NSW,https://jrprosperity.com.au,"Property investment company. Founded by Jack Kumar. 10+ yrs, 600+ customers. H&L packages in growth corridors. Offices: Parramatta NSW & Melbourne VIC.",Investment company. H&L packages. Potential PropPath user for portfolio planning.
2616c5f4-6846-406f-97d5-1a78ba32d7df,Ozinvest,low,,,https://ozinvest.com.au,Property investment company. Brand new properties in growth regions. 20+ yrs. 10-year leaseback/rental guarantee. Also has realty/PM arm.,Investment company. Long-established. Potential PropPath user.
0ebd6a13-3556-4014-bfbe-d9f1af6d77cb,DPN,low,,,https://dpn.com.au,"Property investment company/developer. H&L, dual-income properties. Vendor-paid. Since 1996, 50+ staff.",Investment company/developer. Large operation. Potential PropPath user.
99077d21-4240-4401-bc6d-eb8017c044cf,Prosperity Group,low,,ACT,https://prosperitygroup.com.au,Property investment consulting & strategy in ACT.,Investment consulting. Potential PropPath user.
ef67dde2-29b7-4dcb-a17f-ca84685cde83,NPA Property Group,low,,QLD,https://npapropertygroup.com.au,"Property investment consulting in Townsville, QLD. Regional QLD investors.",Regional investment consulting. Potential PropPath user.
a1132d0b-d317-4e0a-a439-bec0e81e1431,Worldlink Property AU,low,,QLD,https://worldlinkpropertyau.com,Property investment consulting in Queensland.,Investment consulting. Potential PropPath user.
1fe50a57-04b7-4423-8981-f571c5901dba,Capital Edge Australia,low,,,https://capitaledgeaustralia.com.au,Property investment education/advisory. Helps build portfolios.,Investment education. Strong PropPath fit — portfolio building.
4423fc81-df75-4072-bb05-af08bce25af5,Timeout Property Group,low,,QLD,https://timeoutpropertygroup.com,Property investment management in Queensland.,Investment management. Potential PropPath user.
281e8411-b0cc-44c5-b790-2cb012b2c736,Allwood Property Group,low,,QLD,https://allwoodpropertygroup.com.au,Property investment management in Queensland.,Investment management. Potential PropPath user.
6194f2f6-0ec7-47b9-af3c-137f78db3fd2,Red23,low,,,https://red23.com.au,Property investment sales.,Investment sales. Potential PropPath user.
1515cb9a-8835-440c-8bbb-ce03b327e10d,Property Powerhouse,low,,,https://propertypowerhouse.com.au,"Property investment sourcing for 'Mum and Dad investors'. Works with referral partners (brokers). Free to buyer, vendor-paid.",Investment sourcing. Potential PropPath user for portfolio planning.
12a26656-b8ab-4f40-9bde-5a37c5d6679f,Property In A Box,low,,,https://propertyinabox.com.au,Property investment sourcing/turnkey service.,Turnkey investment service. Potential PropPath user.
427d2068-011b-4883-8f9c-c4be94df0e3c,InvestLogic,low,,,https://investlogic.com.au,Property Investment Specialist.,Investment specialist. Potential PropPath user.
7b43aed6-c57a-4cce-bb54-ce1dfca61fa8,Future Secure Advisory,low,,NSW,https://futuresecureadvisory.com.au,Property investment strategist / buyers agent in NSW. Data-driven approach. Founder has 6-property portfolio. Also mindset coaching.,Investment strategist/BA hybrid. PropPath user for portfolio planning.
f8696553-9b5c-4d37-852d-245c98e6807c,Sunplace,low,,QLD,https://sunplace.com.au,Property investment strategy in Queensland.,Investment strategy. Potential PropPath user.
c12e735a-1e6c-4aff-a1bb-c9ccb2fdd3e3,TIP Solutions,low,,SA,https://tipsolutions.com.au,Property purchasing and investment PM in South Australia. MD is 'Senior Property Purchaser' — active buying role.,Investment PM with purchasing role. Potential PropPath user.
6f34b99b-ceb3-461e-a51a-9740204a3d0f,MacKenzie Buyers Agency,low,1,QLD,https://www.mackenziebuyers.com.au/,Brisbane-based buyers agency run by Aaron Downie. Homebuyer and investment mix.,Sole operator. From Apollo list as 'Aaron Downie MacKenzie Buyers Agency'. Mixed focus.
d80fcac7-ecc9-459d-ac88-dab9c79067b8,Advocate Property Services,low,2,VIC,https://advocateservices.com.au/,Melbourne-based buyers agency run by Jo Vadillo and Greg. Handles both investment and homebuyer purchases. Some investment success stories.,Mixed practice. Investment is not primary focus. Small operation.
2603e412-dfbe-435d-b989-da922c11005b,Asset Plus Buyers Agents,low,1,QLD,https://www.assetplusbuyersagents.com.au/,Brisbane boutique buyers agency. Handles investment and homebuyer purchases across Brisbane.,Small operation. Mixed focus. From Stash Property directory.
a5ad8985-bef7-40ff-a3f1-3ce0d7b46791,Aston Republic Buyers Agency,low,1,QLD,https://www.astonrepublic.com.au/,"Brisbane-based buyers agency run by Omar. Handles investment, homebuyer, and development site purchases. Mixed practice.",Sole operator. Brisbane focus. Mixed homebuyer/investment/commercial.
f18867dd-9735-46aa-9c5f-58a53190f1de,BuyEast Buyers Agency,low,12,NSW,https://www.buyeast.com.au/,Award-winning buyers agency specialising in Sydney's Eastern Suburbs. Primarily homebuyer-focused in prestige markets but also handles investment purchases.,Founded by Mark & Nicky Cadry. REINSW Buyers Agency of Year winner. Luxury/prestige focus.
c6917b76-d3b3-4516-8fb9-fc9b70964cf6,Buyers Domain,low,3,NSW,https://buyersdomain.com.au/,"Sydney-based buyers agency founded by ex-lawyer Nick Viner. Inner West, Eastern Suburbs & North Shore. Mixed homebuyer, investment, and commercial property.",Mixed practice. Some investment work but primarily homebuyer/lifestyle focused.
891eaf43-979d-488b-b61d-5f32e2cd4637,AcquiredHQ,low,2,NSW,https://acquiredhq.com.au/,Newcastle/Hunter region buyers agency run by Chad Dunn. Handles homebuyer and investor purchases locally. Formerly Chad Dunn Property Buyers.,Regional focus (Newcastle/Lake Mac/Port Stephens). Mixed practice. Primarily homebuyer.
d9c7d851-c29a-470d-ba7b-fbe0ab2fedcd,Cura Property Buyers Agents,low,1,NSW,https://www.curaproperty.com.au/,Sydney-based buyers agency founded by Ramon Cura (ex-mortgage broker). Handles homebuyer and investment property purchases.,Mixed practice. Sole operator. Investment advisory from mortgage broker background.
29a9ae5b-7645-4427-80a3-0964f169728e,Edwards & Smith Buyers Agents,low,5,QLD,https://www.edwardsandsmith.com.au/,Queensland buyers agency founded by ex-AFL players Jake Edwards and Ely Smith. Gold Coast and Brisbane. Mixed homebuyer and investment purchases.,Mixed practice. 2-3% fee. Some investment work incl NRL/AFL clients. Primarily lifestyle.
6fe5f820-4fd7-471a-850a-afa7c07d04c4,Discover Buyers Agency,low,1,QLD,https://www.discoverbuyersagency.com.au/,Queensland-based buyers agency. Handles homebuyer and investment property purchases.,Small operation. Mixed focus.
b59f1338-ce7b-40d0-83f2-838674a8ff5c,Drift Buyers Agency,low,1,QLD,https://www.driftbuyersagency.com.au/,Queensland-based buyers agency. Handles lifestyle and investment property purchases.,Small operation. Appears lifestyle-focused with some investment.
21535185-2e51-4f5f-88d3-6bc595affd72,Gold Coast Property Advisors,low,3,QLD,https://www.srama.com.au/,Gold Coast buyers advocates (The Srama Group). Mixed owner-occupier and investor services across Gold Coast suburbs.,Mixed practice. GC lifestyle focused with some investment.
6d0da682-32c0-4b2d-9916-3d8b0019cc4b,Grantham Buyers Agents,low,1,NSW,https://www.granthambuyersagents.com.au/,"Sydney boutique buyers agency run by Dan. 100+ properties purchased. Focus on off-market, 8-week avg turnaround. Mixed home/investment.",Sydney focused. Primarily homebuyer. Some investment but not core.
194560b0-0469-45fd-a270-73e64654dba7,Hallmarq Property Group,low,9,NSW,https://www.hallmarq.com.au/,Sydney Northern Beaches & Lower North Shore buyers agency. Also operates in Adelaide. Founded by Rebecca Jane Hall. Primarily homebuyer/lifestyle focused.,Homebuyer focused. Northern Beaches specialist. Adelaide expansion. Not investment-core.
0d6a5f52-aa4c-43ab-87d3-b337f0133d20,Haus Property Buyers,low,1,NSW,,Double Bay-based buyers agency specialising in blue-chip Eastern Suburbs Sydney. Exclusively off-market. 20+ years experience.,Prestige/lifestyle focused. Not investment-portfolio oriented.
1f0755f2-34fa-43bb-aa5b-77342cbe7c28,HighSpec Properties,low,10,NSW,,"Sydney buyers agency founded by Amanda Gould with 30+ years real estate experience. Team of 10 across 2 offices covering Sydney, Byron Bay & Northern Rivers.",Mixed practice. Large team but primarily homebuyer/lifestyle.
6634c2d8-558a-4ca4-9e95-88fe02a225df,IP Property Buyers,low,1,NSW,https://www.ippropertybuyers.com.au/,High-end property buyers agency led by Irena Petrovic. 10+ years experience. Luxury/prestige focus with lifestyle planning.,Luxury/prestige focused. Not portfolio-investment oriented.
5c9f02dd-260f-4aee-9128-16444d0342cc,IPS Buyers Agents,low,2,QLD,https://ipsbuyersagents.com.au/,Brisbane buyers agency focused on time-saving for buyers. Mixed homebuyer and investment. 'Diamond in the rough' strategies including granny flat opportunities.,Mixed practice. Some investment strategy but primarily homebuyer convenience.
2d24b808-4561-4b53-9477-5b6910ab84ba,Hunter Gather,low,1,NSW,,Sydney-based buyers agency run by Jillian Breen. Mixed homebuyer and investment purchases.,Small operation. Mixed focus.
beca6c59-087b-4442-815b-23079793803a,Johnson Property Co.,low,2,QLD,,Queensland-based buyers agency. Mixed homebuyer and investment property purchases.,Mixed practice. Limited info available.
e6d72cfb-4bf8-4579-8489-32585c5b4778,LYNC Buyers Agents,low,3,QLD,https://lyncbuyersagents.com.au/,SE Queensland buyers agency. Mixed homebuyer and investor focus. 25+ years combined experience across the team.,Mixed practice. Limited investment-specific language.
c522edca-e031-43a5-9bb7-2db70b991005,LMD Property,low,2,QLD,https://www.lmdproperty.com.au/,Gold Coast and Tweed Coast buyers agency and property valuers. Founded by Luke Dougherty. Serves homebuyers and some investors.,Valuation background. Primarily homebuyer-focused.
0c5fe3df-cd84-4e4f-a7c8-20e43ec1ea4c,Lansdowne Property Group,low,2,NSW,https://lansdownepropertygroup.com.au/,"NSW buyers agency specialising in sea changes, leaf changes and downsizing. Homebuyer and some investment focus.",Primarily lifestyle-change focused. Limited investment language.
4f7c7f6a-6aa5-4aeb-b753-e939a31b7bc5,Luxe Coastal Property Buyers,low,3,QLD,https://www.luxecoastalproperty.com.au/,"Noosa and Sunshine Coast buyers agency led by Christine Mount. 30 years experience, $1.7B in transactions. Premium/luxury property focus.",Luxury lifestyle focus. Limited investment-specific language.
15581cd1-c0df-48cc-84d3-1ce460120f3e,Maynard Property Group,low,2,QLD,https://maynardproperty.com.au/,"Gold Coast and Northern NSW buyers agency. First home buyers, homebuyers, and some investment. Run by Emma and Craig Maynard.",Primarily homebuyer-focused. Limited portfolio/investment strategy.
5c079838-72a6-4465-a3d5-0efcb1ddca15,Hunters Buyers Agents,medium,,,,,
84a9dbc5-6455-4336-954f-8fca7837b443,Murray McCarthy Buyers Agent,low,1,QLD,https://www.mmbuyersagent.com.au/,"Sunshine Coast and Brisbane buyers agent. Residential and commercial. Background with Stockland, Multiplex, Walker Corporation. Mixed homebuyer and investor.",Property development background. Mixed practice.
acca95bd-47d7-41e6-92f2-3dd37b254d7d,My Hobart Home,low,2,TAS,https://myhobarthome.com.au/,Hobart-only specialist buyers agency. Helps local and interstate buyers find homes in Hobart. Founded by Angie.,Homebuyer-focused. Only specialised BA in Hobart.
f1d27c16-1507-414b-a4c4-4a405b881a46,My Property Buyers Agent,low,1,QLD,,Queensland-based buyers agency. Mixed homebuyer and investment focus.,Limited info. Small operation.
dd8fa627-59e8-4c3a-a4a1-f1bde69d0caa,NQ Buyers Agent,low,1,QLD,,Cairns-based buyers agent. Regional QLD focus. Mixed homebuyer and investment.,Regional. Limited investment language.
d2e1ef37-4588-4efc-b36a-62eeab3e2c97,Nivison Buyers Agents,low,2,QLD,https://www.nivisonbuyersagents.com.au/,SE Queensland buyers agency. 70% off-market purchase rate. Mixed homebuyer and investor services.,Mixed practice. Limited investment strategy language.
963c3cac-25a8-4026-9594-a13470045e23,Okaeri Buyers Advocates,low,1,VIC,,Melbourne-based buyers advocate. Mixed homebuyer and investment focus.,Small operation. Limited info.
7314ad56-6284-4987-9518-cd085baa6280,Paragon Purchase,low,1,NSW,,Sydney-based buyers agency. Mixed homebuyer and investment focus.,Limited info available.
320ccd1f-e63e-4695-b6d1-cb5fc895bcbd,Penny Hyde Buyers Agent,low,1,ACT,,Canberra buyers agent. Penny Hyde is Canberra's most awarded BA. Mixed homebuyer and investment.,ACT specialist. Award-winning but primarily homebuyer-focused.
807e24aa-8bf1-4e07-b4c9-e6ec61653939,Property Partners Buyers Agents,low,2,QLD,,Noosa and Sunshine Coast buyers agency. Mixed homebuyer and investment in premium market.,Lifestyle/premium market focus.
03c5fefa-8f8d-471c-8bf4-591e26248f8d,Property Twins,low,2,QLD,,Queensland-based buyers agency. Mixed homebuyer and investment focus.,Limited info available.
00107f31-b721-4930-accd-130ed54aa4f5,Pulse Property Agents,low,1,QLD,,Queensland-based buyers/property agent. Mixed practice.,Limited info. May be selling agent.
469519f8-490b-4ede-bb8e-26750c322f51,QLD Buyers Agent Network,low,2,QLD,,Queensland buyers agent network. Mixed homebuyer and investment focus.,Network model. Limited investment strategy language.
eef902c0-1106-477a-b972-19ff449668fa,Raada Group,low,1,NSW,,Sydney-based property buyers representatives. Mixed homebuyer and investment.,Limited info available.
a7e35ace-e2e0-4a5a-bbab-2971c4041836,Radar Results,low,2,VIC,,Melbourne-based licensed buyers agents. Mixed homebuyer and investment.,Limited investment-specific language.
0199963d-f9e2-4896-9088-bae388c5d03d,Rise Property Buyers,low,1,QLD,,Queensland-based buyers agency. Mixed homebuyer and investment focus.,Limited info available.
29deaf61-0448-4ca8-80f2-4d26b133974a,Scott Properties Group,low,2,NSW,,NSW-based property group. Mixed homebuyer and investment focus.,Limited info available.
15bf53c6-c278-4304-a181-21a8b29fbdff,Scout Property Buyers Agency,low,2,NSW,https://www.scoutproperty.com.au/,Sydney Inner West specialist buyers agency. Mixed homebuyer and investment.,Inner West specialist. Primarily homebuyer-focused.
af0c589b-e62e-4235-b165-1d9bd11e4269,Sims Buyers Agency,low,1,QLD,,Queensland-based buyers agency. Mixed homebuyer and investment focus.,Limited info available.
c7eee91f-5096-43cb-9ad1-2c0997a4eea2,Spring Buyers Agency,low,2,NSW,,NSW-based buyers agency. Mixed homebuyer and investment focus.,Linda Johnson listed separately. Mixed practice.
e697783f-d7fd-474b-b0b6-f09151a05785,Strong Property Buyers,low,1,QLD,,Queensland-based buyers agency. Mixed homebuyer and investment focus.,Limited info available.
14033e42-ea95-4f4b-8932-9d8c956ed1f8,Summit Property Agents,low,1,QLD,,Queensland-based property agent. Mixed practice.,Limited info available.
58966c8b-7d5a-4b28-8b4c-48d34091d6b9,Unicorn Buyers Agents,low,2,NSW,https://www.unicornbuyersagents.com.au/,Sydney Eastern Suburbs specialist BA led by Dan Sofo. Mixed homebuyer and investor. Fixed fee model.,Eastern Suburbs specialist. Mixed practice.
88e04e27-73b5-4f33-857f-d610e0693c8e,Universal Buyers Agents,low,2,QLD,,Brisbane-based buyers agency. Mixed homebuyer and investment focus.,May overlap with 'Universal Buyers Agent Brisbane' entry.
72554a47-ed47-4140-8c12-2cdba78106da,Webb & Co. Buyers Agency,low,1,NSW,,NSW-based buyers agency. Mixed homebuyer and investment focus.,Limited info available.
eff1e1e9-c2f1-44b5-a960-b2deb1b78127,You & Me Property Partner Services,low,1,QLD,,Queensland-based property services. Mixed homebuyer and investment.,Limited info available.
6662904a-0989-4f3d-acf8-7fd1a284bddc,Your Hot Property,low,1,QLD,,Queensland-based buyers agency. Mixed homebuyer and investment focus.,Limited info available.
5fac7b5b-c219-438b-aa0e-9ff2f9851645,Arch Haus,low,1,NSW,https://www.archhaus.com.au/,"Sydney BA led by Natalija Tanevska. 16+ years property experience. First home buyer, family home and investment specialist.",Small operation. Mixed practice. Limited investment strategy language.
204f87c0-bae6-4912-9e14-b6724fd64d14,Successful Ways,low,3,NSW,https://successfulways.com.au/,"Sydney BA. Award-winning. Mixed homebuyer and investment. Search, evaluation and negotiation services. In-house finance and legal.",Mixed practice. Primarily homebuyer-focused.
c1928d12-47c3-4d0a-89d1-d172fef93758,Tiron Manning / Newcastle Buyers Agent,low,1,NSW,https://www.newcastlebuyersagent.com.au/,Newcastle specialist BA. PIPA and REBAA member. 17+ years industry experience. Mixed homebuyer and investor. Extensive local knowledge and network.,Regional specialist. Mixed practice. PIPA member but limited portfolio language.
c8c1cc54-c4f5-45eb-8284-8e095247b25e,Raine & Horne Great Southern,low,2,WA,,Raine & Horne franchise in Great Southern WA. Primarily selling agency with some BA services. Regional.,Franchise selling agency. Limited BA focus.
1985eab7-c747-45f2-8c2f-691f01610864,Universal Buyers Agent Brisbane,low,1,QLD,,Brisbane-based buyers agent. Mixed homebuyer and investment focus.,Limited info. May overlap with Universal Buyers Agents already in map.
ad3b192a-904c-4d4d-8027-de5c30dd9a00,Lock & Key Property Buyers,low,3,NSW,https://lockandkeyproperty.com.au/,Sydney Northern Beaches and Lower North Shore specialist BA. Led by Simon Dean and Belinda. Primarily homebuyer-focused. Off-market access. Luxury/prestige market.,Homebuyer-focused. Premium market. Limited investment language.
12994d1b-8ed8-4273-9e90-5c6fa6bcf91e,Premium Property Finders,low,1,NSW,https://premiumpropertyfinders.com.au/,"Sydney BA led by Tracey. 27+ years experience. Eastern Suburbs, Lower North Shore, CBD. Mixed homebuyer and investment. Foreign buyer services.",Small operation. Mixed practice.
63460eb8-d631-4400-90df-689813e1293a,Premium Buyers Agent,low,1,National,,Generic-named buyers agency. Mixed homebuyer and investment focus.,Limited info available. Generic name.
e4ef1ba4-fe85-48b9-947b-8ee580cfe836,The Edge Buyers,low,1,QLD,,Queensland-based buyers agency. May be related to or variant of The Edge Property Buyers.,Possible variant name. Limited standalone info.
fd6de1fd-0bb0-486d-b118-d860bdbd9aad,Sydney's Premier Buyers Agents,low,2,NSW,,Sydney-based buyers agency. Mixed homebuyer and investment focus.,Generic name. Limited info available.
db21a371-8cab-4622-8bde-f2f4d4a9e087,Window Property Group,low,1,NSW,,NSW-based property group. Mixed homebuyer and investment focus.,Limited info available.
15e51b52-84b5-410d-af44-7b8906cb05e6,Tt Consultancy,low,1,QLD,,Queensland-based property consultancy. Limited information available.,Very limited info. Unclear if active BA.
7682b4c9-7b8b-4cd6-9bca-d51f85a1cf49,True Power Realty,low,1,QLD,,Queensland-based realty. Mixed practice including BA services.,Limited info. Primarily selling agent.
848fc80e-efc9-415f-9e35-0f1cac147e44,Wings Real Estate,low,1,QLD,,Queensland-based real estate. Mixed practice including some BA services.,Limited info. Primarily selling agent.
6baf7588-e441-4a5a-bc01-a9b2b1d2825c,The Buyers + Creators Group,low,2,QLD,,Queensland-based property group. Mixed BA and property creation services.,Limited info available.
8c3a6ec9-4d62-41ce-b6be-03305e09f737,Sinclair Buyers,low,1,QLD,,Queensland-based buyers agency. Taylor Sinclair. Mixed homebuyer and investment.,Limited info available. Small operation.
d1ab9cf6-ee53-46b0-b4f5-cbf93f093d7d,Ray Chua Buyers Advocate Perth,low,1,WA,,Perth-based buyers advocate. Mixed homebuyer and investment focus.,Small operation. Limited info.
